verse_key,surah_number,surah_name_ar,ayah_number,verified_end_page,verified_end_x,verified_end_y,stored_page,stored_end_x,stored_end_y,endpoint_status,endpoint_status_ar,stored_nearest_verified_verse,same_page_distance_px,nearest_marker_distance_px,start_status,start_status_ar,requires_endpoint_fix,requires_start_geometry_fix,notes_ar
7:71,7,الأعراف,71,159,838.0,1142.5,159,838.0,1142.0,CORRECT,مطابق,7:71,0.5,0.5,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
7:73,7,الأعراف,73,159,47.5,1734.5,159,47.5,1734.0,CORRECT,مطابق,7:73,0.5,0.5,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
7:80,7,الأعراف,80,160,515.5,1609.75,160,515.5,1609.5,CORRECT,مطابق,7:80,0.25,0.25,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
7:85,7,الأعراف,85,161,127.5,1023.5,161,127.0,1023.0,CORRECT,مطابق,7:85,0.71,0.71,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
7:91,7,الأعراف,91,162,187.0,910.0,162,187.0,909.5,CORRECT,مطابق,7:91,0.5,0.5,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
7:101,7,الأعراف,101,163,242.5,1258.5,163,242.5,1258.0,CORRECT,مطابق,7:101,0.5,0.5,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
7:103,7,الأعراف,103,163,44.5,1612.0,163,44.5,1611.5,CORRECT,مطابق,7:103,0.5,0.5,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
7:104,7,الأعراف,104,163,46.5,1729.5,163,46.0,1729.0,CORRECT,مطابق,7:104,0.71,0.71,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
7:111,7,الأعراف,111,164,157.5,786.5,164,157.5,786.0,CORRECT,مطابق,7:111,0.5,0.5,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
7:117,7,الأعراف,117,164,42.5,1493.0,164,42.5,1492.5,CORRECT,مطابق,7:117,0.5,0.5,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
7:118,7,الأعراف,118,164,194.5,1612.5,164,194.0,1612.0,CORRECT,مطابق,7:118,0.71,0.71,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
7:124,7,الأعراف,124,165,905.0,551.25,165,905.0,551.0,CORRECT,مطابق,7:124,0.25,0.25,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
7:128,7,الأعراف,128,165,45.75,1255.75,165,45.5,1255.5,CORRECT,مطابق,7:128,0.35,0.35,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
7:129,7,الأعراف,129,165,562.5,1612.5,165,562.0,1612.0,CORRECT,مطابق,7:129,0.71,0.71,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
7:134,7,الأعراف,134,166,499.0,1014.75,166,499.0,1014.0,CORRECT,مطابق,7:134,0.75,0.75,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
7:149,7,الأعراف,149,168,49.25,1725.25,168,49.0,1725.0,CORRECT,مطابق,7:149,0.35,0.35,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
7:154,7,الأعراف,154,169,331.5,1259.0,169,331.5,1258.5,CORRECT,مطابق,7:154,0.5,0.5,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
7:158,7,الأعراف,158,170,146.0,1603.25,170,145.5,1603.0,CORRECT,مطابق,7:158,0.56,0.56,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
7:161,7,الأعراف,161,171,48.0,1019.75,171,48.0,1019.0,CORRECT,مطابق,7:161,0.75,0.75,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
7:162,7,الأعراف,162,171,819.5,1374.5,171,819.5,1374.0,CORRECT,مطابق,7:162,0.5,0.5,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
7:165,7,الأعراف,165,172,46.5,432.0,172,46.5,431.5,CORRECT,مطابق,7:165,0.5,0.5,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
7:166,7,الأعراف,166,172,46.5,548.5,172,46.5,548.0,CORRECT,مطابق,7:166,0.5,0.5,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
7:167,7,الأعراف,167,172,45.5,784.75,172,45.0,784.5,CORRECT,مطابق,7:167,0.56,0.56,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
7:168,7,الأعراف,168,172,865.25,1139.5,172,865.0,1139.0,CORRECT,مطابق,7:168,0.56,0.56,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
7:172,7,الأعراف,172,173,404.5,552.5,173,404.5,552.0,CORRECT,مطابق,7:172,0.5,0.5,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
7:185,7,الأعراف,185,174,774.25,1258.5,174,774.0,1258.0,CORRECT,مطابق,7:185,0.56,0.56,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
7:188,7,الأعراف,188,175,387.0,313.75,175,367.5,313.0,CENTER_OFFSET,انحراف في مركز العلامة,7:188,19.51,19.51,PAGE_START_OK_APPROX_TOP_LINE,بداية صفحة سليمة مع إحداثي علوي تقريبي,True,False,الموضع قريب من العلامة الصحيحة لكنه منحرف أكثر من 8 بكسل
7:189,7,الأعراف,189,175,46.0,668.25,175,45.5,668.0,CORRECT,مطابق,7:189,0.56,0.56,START_ANCHOR_WRONG_OR_MISSING,مرساة البداية خاطئة أو مفقودة,False,True,
7:190,7,الأعراف,190,175,783.5,902.5,175,783.0,902.0,CORRECT,مطابق,7:190,0.71,0.71,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
7:192,7,الأعراف,192,175,45.0,1019.75,175,45.0,1019.5,CORRECT,مطابق,7:192,0.25,0.25,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
7:193,7,الأعراف,193,175,748.0,1257.5,175,747.5,1257.0,CORRECT,مطابق,7:193,0.71,0.71,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
7:197,7,الأعراف,197,176,641.0,314.5,176,641.0,314.0,CORRECT,مطابق,7:197,0.5,0.5,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
7:206,7,الأعراف,206,176,43.0,1731.0,176,65.0,1731.0,CENTER_OFFSET,انحراف في مركز العلامة,7:206,22.0,22.0,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,True,False,الموضع قريب من العلامة الصحيحة لكنه منحرف أكثر من 8 بكسل
8:1,8,الأنفال,1,177,893.75,551.5,177,894.0,551.0,CORRECT,مطابق,8:1,0.56,0.56,MULTILINE_SURAH_START_TRUNCATED,بداية سورة متعددة الأسطر؛ الأسطر الأولى غير مشمولة,False,True,المولد الحالي يبدأ من سطر النهاية ويفقد الأسطر السابقة
8:6,8,الأنفال,6,177,796.5,1378.25,177,796.0,1378.0,CORRECT,مطابق,8:6,0.56,0.56,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
8:8,8,الأنفال,8,177,42.75,1725.5,177,43.0,1725.0,CORRECT,مطابق,8:8,0.56,0.56,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
8:12,8,الأنفال,12,178,278.0,1016.75,178,278.0,1016.0,CORRECT,مطابق,8:12,0.75,0.75,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
8:20,8,الأنفال,20,179,752.0,905.75,179,752.0,905.5,CORRECT,مطابق,8:20,0.25,0.25,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
8:28,8,الأنفال,28,180,677.5,672.5,180,677.5,672.0,CORRECT,مطابق,8:28,0.5,0.5,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
8:52,8,الأنفال,52,183,39.5,1722.0,183,39.0,1722.0,CORRECT,مطابق,8:52,0.5,0.5,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
8:55,8,الأنفال,55,184,45.5,546.5,184,45.0,546.0,CORRECT,مطابق,8:55,0.71,0.71,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
8:56,8,الأنفال,56,184,668.5,780.75,184,668.5,780.0,CORRECT,مطابق,8:56,0.75,0.75,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
8:59,8,الأنفال,59,184,45.5,1133.5,184,45.0,1133.0,CORRECT,مطابق,8:59,0.71,0.71,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
8:60,8,الأنفال,60,184,388.0,1603.5,184,388.0,1603.0,CORRECT,مطابق,8:60,0.5,0.5,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
9:2,9,التوبة,2,187,473.5,444.5,187,473.5,444.0,CORRECT,مطابق,9:2,0.5,0.5,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
9:4,9,التوبة,4,187,579.25,1150.5,187,579.0,1150.0,CORRECT,مطابق,9:4,0.56,0.56,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
9:8,9,التوبة,8,188,873.5,668.75,188,874.0,668.5,CORRECT,مطابق,9:8,0.56,0.56,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
9:16,9,التوبة,16,189,666.5,668.75,189,666.5,668.5,CORRECT,مطابق,9:16,0.25,0.25,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
9:20,9,التوبة,20,189,49.5,1732.5,189,49.5,1732.0,CORRECT,مطابق,9:20,0.5,0.5,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
9:38,9,التوبة,38,193,498.5,907.5,193,498.5,907.0,CORRECT,مطابق,9:38,0.5,0.5,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
9:42,9,التوبة,42,194,601.5,660.0,194,601.5,659.5,CORRECT,مطابق,9:42,0.5,0.5,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
9:44,9,التوبة,44,194,46.5,1014.25,194,47.0,1014.0,CORRECT,مطابق,9:44,0.56,0.56,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
9:45,9,التوبة,45,194,152.0,1247.75,194,152.0,1247.5,CORRECT,مطابق,9:45,0.25,0.25,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
9:56,9,التوبة,56,196,798.0,438.75,196,798.0,438.5,CORRECT,مطابق,9:56,0.25,0.25,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
9:72,9,التوبة,72,198,47.0,1725.5,198,47.0,1725.0,CORRECT,مطابق,9:72,0.5,0.5,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
9:76,9,التوبة,76,199,848.0,1140.25,199,848.0,1140.0,CORRECT,مطابق,9:76,0.25,0.25,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
9:78,9,التوبة,78,199,768.0,1492.0,199,767.5,1492.0,CORRECT,مطابق,9:78,0.5,0.5,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
9:85,9,التوبة,85,200,130.0,1489.5,200,130.0,1489.0,CORRECT,مطابق,9:85,0.5,0.5,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
9:90,9,التوبة,90,201,971.5,894.75,201,971.5,894.5,CORRECT,مطابق,9:90,0.25,0.25,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
9:92,9,التوبة,92,201,467.0,1482.75,201,467.0,1482.5,CORRECT,مطابق,9:92,0.25,0.25,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
9:97,9,التوبة,97,202,147.5,1140.0,202,147.0,1140.0,CORRECT,مطابق,9:97,0.5,0.5,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
9:103,9,التوبة,103,203,294.5,1136.0,203,294.0,1136.0,CORRECT,مطابق,9:103,0.5,0.5,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
9:111,9,التوبة,111,204,46.5,1729.75,204,46.5,1729.0,CORRECT,مطابق,9:111,0.75,0.75,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
9:117,9,التوبة,117,205,44.0,1722.75,205,44.0,1722.5,CORRECT,مطابق,9:117,0.25,0.25,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
9:121,9,التوبة,121,206,849.0,1490.75,206,848.5,1490.5,CORRECT,مطابق,9:121,0.56,0.56,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
9:125,9,التوبة,125,207,284.5,790.0,207,284.5,790.0,CORRECT,مطابق,9:125,0.0,0.0,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
10:4,10,يونس,4,208,45.0,1255.5,208,45.0,1255.0,CORRECT,مطابق,10:4,0.5,0.5,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
10:5,10,يونس,5,208,549.0,1611.5,208,549.0,1611.0,CORRECT,مطابق,10:5,0.5,0.5,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
10:17,10,يونس,17,210,497.5,900.5,210,497.5,900.0,CORRECT,مطابق,10:17,0.5,0.5,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
10:20,10,يونس,20,210,47.25,1726.5,210,47.0,1726.0,CORRECT,مطابق,10:20,0.56,0.56,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
10:22,10,يونس,22,211,811.0,782.5,211,811.0,782.0,CORRECT,مطابق,10:22,0.5,0.5,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
10:24,10,يونس,24,211,245.0,1606.25,211,245.0,1606.0,CORRECT,مطابق,10:24,0.25,0.25,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
10:30,10,يونس,30,212,382.0,1147.5,212,382.0,1147.0,CORRECT,مطابق,10:30,0.5,0.5,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
10:36,10,يونس,36,213,622.5,665.5,213,622.0,665.0,CORRECT,مطابق,10:36,0.71,0.71,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
10:39,10,يونس,39,213,43.5,1254.0,213,43.5,1253.5,CORRECT,مطابق,10:39,0.5,0.5,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
10:40,10,يونس,40,213,830.5,1489.25,213,831.0,1489.0,CORRECT,مطابق,10:40,0.56,0.56,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
10:44,10,يونس,44,214,883.0,310.0,214,883.0,309.5,CORRECT,مطابق,10:44,0.5,0.5,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
10:49,10,يونس,49,214,46.5,1136.0,214,46.5,1135.5,CORRECT,مطابق,10:49,0.5,0.5,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
10:50,10,يونس,50,214,866.75,1374.5,214,867.0,1374.0,CORRECT,مطابق,10:50,0.56,0.56,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
10:58,10,يونس,58,215,841.0,897.0,215,841.0,896.5,CORRECT,مطابق,10:58,0.5,0.5,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
10:63,10,يونس,63,216,362.5,201.25,216,362.5,201.0,CORRECT,مطابق,10:63,0.25,0.25,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
10:73,10,يونس,73,217,45.0,786.25,217,45.0,786.0,CORRECT,مطابق,10:73,0.25,0.25,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
10:74,10,يونس,74,217,849.5,1139.5,217,850.0,1139.0,CORRECT,مطابق,10:74,0.71,0.71,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
10:76,10,يونس,76,217,44.5,1373.75,217,44.5,1373.0,CORRECT,مطابق,10:76,0.75,0.75,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
