verse_key,surah_number,surah_name_ar,ayah_number,verified_end_page,verified_end_x,verified_end_y,stored_page,stored_end_x,stored_end_y,endpoint_status,endpoint_status_ar,stored_nearest_verified_verse,same_page_distance_px,nearest_marker_distance_px,start_status,start_status_ar,requires_endpoint_fix,requires_start_geometry_fix,notes_ar
7:68,7,الأعراف,68,159,253.0,82.75,159,253.0,82.0,CORRECT,مطابق,7:68,0.75,0.75,PAGE_START_OK_APPROX_TOP_LINE,بداية صفحة سليمة مع إحداثي علوي تقريبي,False,False,
7:69,7,الأعراف,69,159,48.5,436.0,159,48.5,436.0,CORRECT,مطابق,7:69,0.0,0.0,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
7:70,7,الأعراف,70,159,48.5,669.0,159,49.0,668.5,CORRECT,مطابق,7:70,0.71,0.71,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
7:71,7,الأعراف,71,159,838.0,1142.5,159,838.0,1142.0,CORRECT,مطابق,7:71,0.5,0.5,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
7:72,7,الأعراف,72,159,48.5,1259.5,159,48.0,1259.0,CORRECT,مطابق,7:72,0.71,0.71,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
7:73,7,الأعراف,73,159,47.5,1734.5,159,47.5,1734.0,CORRECT,مطابق,7:73,0.5,0.5,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
7:74,7,الأعراف,74,160,646.5,434.75,160,646.5,434.0,CORRECT,مطابق,7:74,0.75,0.75,PAGE_START_OK_APPROX_TOP_LINE,بداية صفحة سليمة مع إحداثي علوي تقريبي,False,False,
7:75,7,الأعراف,75,160,850.5,787.5,160,850.0,787.0,CORRECT,مطابق,7:75,0.71,0.71,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
7:76,7,الأعراف,76,160,581.5,903.5,160,581.5,903.0,CORRECT,مطابق,7:76,0.5,0.5,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
7:77,7,الأعراف,77,160,778.25,1141.0,160,778.0,1140.5,CORRECT,مطابق,7:77,0.56,0.56,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
7:78,7,الأعراف,78,160,883.5,1258.25,160,883.5,1258.0,CORRECT,مطابق,7:78,0.25,0.25,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
7:79,7,الأعراف,79,160,46.5,1372.75,160,46.5,1372.5,CORRECT,مطابق,7:79,0.25,0.25,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
7:80,7,الأعراف,80,160,515.5,1609.75,160,515.5,1609.5,CORRECT,مطابق,7:80,0.25,0.25,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
7:81,7,الأعراف,81,160,47.0,1726.5,160,47.0,1726.0,CORRECT,مطابق,7:81,0.5,0.5,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
7:82,7,الأعراف,82,161,284.25,202.0,161,284.0,202.0,CORRECT,مطابق,7:82,0.25,0.25,PAGE_START_OK_APPROX_TOP_LINE,بداية صفحة سليمة مع إحداثي علوي تقريبي,False,False,
7:83,7,الأعراف,83,161,211.5,319.0,161,211.5,319.0,CORRECT,مطابق,7:83,0.0,0.0,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
7:84,7,الأعراف,84,161,44.0,437.5,161,44.0,437.0,CORRECT,مطابق,7:84,0.5,0.5,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
7:85,7,الأعراف,85,161,127.5,1023.5,161,127.0,1023.0,CORRECT,مطابق,7:85,0.71,0.71,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
7:86,7,الأعراف,86,161,622.5,1496.25,161,623.0,1496.0,CORRECT,مطابق,7:86,0.56,0.56,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
7:87,7,الأعراف,87,161,43.5,1732.5,161,43.5,1732.0,CORRECT,مطابق,7:87,0.5,0.5,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
7:88,7,الأعراف,88,162,854.5,322.5,162,854.0,322.0,CORRECT,مطابق,7:88,0.71,0.71,PAGE_START_OK_APPROX_TOP_LINE,بداية صفحة سليمة مع إحداثي علوي تقريبي,False,False,
7:89,7,الأعراف,89,162,345.5,674.5,162,345.5,674.0,CORRECT,مطابق,7:89,0.5,0.5,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
7:90,7,الأعراف,90,162,42.5,792.0,162,42.5,791.5,CORRECT,مطابق,7:90,0.5,0.5,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
7:91,7,الأعراف,91,162,187.0,910.0,162,187.0,909.5,CORRECT,مطابق,7:91,0.5,0.5,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
7:92,7,الأعراف,92,162,820.5,1145.0,162,821.0,1144.5,CORRECT,مطابق,7:92,0.71,0.71,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
7:93,7,الأعراف,93,162,856.5,1381.0,162,856.5,1380.5,CORRECT,مطابق,7:93,0.5,0.5,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
7:94,7,الأعراف,94,162,275.5,1499.5,162,275.5,1499.0,CORRECT,مطابق,7:94,0.5,0.5,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
7:95,7,الأعراف,95,162,43.0,1733.5,162,43.0,1733.0,CORRECT,مطابق,7:95,0.5,0.5,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
7:96,7,الأعراف,96,163,794.0,316.75,163,794.0,316.5,CORRECT,مطابق,7:96,0.25,0.25,PAGE_START_OK_APPROX_TOP_LINE,بداية صفحة سليمة مع إحداثي علوي تقريبي,False,False,
7:97,7,الأعراف,97,163,709.0,433.5,163,709.0,433.0,CORRECT,مطابق,7:97,0.5,0.5,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
7:98,7,الأعراف,98,163,465.25,552.0,163,465.0,551.5,CORRECT,مطابق,7:98,0.56,0.56,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
7:99,7,الأعراف,99,163,227.5,668.0,163,227.5,667.5,CORRECT,مطابق,7:99,0.5,0.5,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
7:100,7,الأعراف,100,163,46.0,905.75,163,46.0,905.0,CORRECT,مطابق,7:100,0.75,0.75,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
7:101,7,الأعراف,101,163,242.5,1258.5,163,242.5,1258.0,CORRECT,مطابق,7:101,0.5,0.5,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
7:102,7,الأعراف,102,163,45.5,1377.0,163,45.5,1376.5,CORRECT,مطابق,7:102,0.5,0.5,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
7:103,7,الأعراف,103,163,44.5,1612.0,163,44.5,1611.5,CORRECT,مطابق,7:103,0.5,0.5,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
7:104,7,الأعراف,104,163,46.5,1729.5,163,46.0,1729.0,CORRECT,مطابق,7:104,0.71,0.71,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
7:105,7,الأعراف,105,164,335.0,198.5,164,335.0,198.0,CORRECT,مطابق,7:105,0.5,0.5,PAGE_START_OK_APPROX_TOP_LINE,بداية صفحة سليمة مع إحداثي علوي تقريبي,False,False,
7:106,7,الأعراف,106,164,161.0,314.5,164,161.0,314.0,CORRECT,مطابق,7:106,0.5,0.5,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
7:107,7,الأعراف,107,164,518.0,434.0,164,518.0,433.5,CORRECT,مطابق,7:107,0.5,0.5,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
7:108,7,الأعراف,108,164,885.75,550.25,164,885.5,550.0,CORRECT,مطابق,7:108,0.35,0.35,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
7:109,7,الأعراف,109,164,961.5,669.0,164,961.0,669.0,CORRECT,مطابق,7:109,0.5,0.5,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
7:110,7,الأعراف,110,164,43.0,669.25,164,43.0,669.0,CORRECT,مطابق,7:110,0.25,0.25,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
7:111,7,الأعراف,111,164,157.5,786.5,164,157.5,786.0,CORRECT,مطابق,7:111,0.5,0.5,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
7:112,7,الأعراف,112,164,663.5,904.75,164,663.0,904.5,CORRECT,مطابق,7:112,0.56,0.56,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
7:113,7,الأعراف,113,164,416.5,1021.75,164,416.5,1021.5,CORRECT,مطابق,7:113,0.25,0.25,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
7:114,7,الأعراف,114,164,776.0,1141.75,164,775.5,1141.5,CORRECT,مطابق,7:114,0.56,0.56,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
7:115,7,الأعراف,115,164,604.5,1262.5,164,604.5,1262.0,CORRECT,مطابق,7:115,0.5,0.5,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
7:116,7,الأعراف,116,164,43.0,1375.5,164,42.5,1375.0,CORRECT,مطابق,7:116,0.71,0.71,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
7:117,7,الأعراف,117,164,42.5,1493.0,164,42.5,1492.5,CORRECT,مطابق,7:117,0.5,0.5,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
7:118,7,الأعراف,118,164,194.5,1612.5,164,194.0,1612.0,CORRECT,مطابق,7:118,0.71,0.71,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
7:119,7,الأعراف,119,164,572.5,1728.25,164,572.5,1728.0,CORRECT,مطابق,7:119,0.25,0.25,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
7:120,7,الأعراف,120,164,43.5,1728.25,164,43.5,1728.0,CORRECT,مطابق,7:120,0.25,0.25,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
7:121,7,الأعراف,121,165,578.5,78.75,165,578.5,80.0,CORRECT,مطابق,7:121,1.25,1.25,PAGE_START_OK_APPROX_TOP_LINE,بداية صفحة سليمة مع إحداثي علوي تقريبي,False,False,
7:122,7,الأعراف,122,165,123.0,79.5,165,123.0,80.0,CORRECT,مطابق,7:122,0.5,0.5,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
7:123,7,الأعراف,123,165,43.75,318.25,165,43.5,318.0,CORRECT,مطابق,7:123,0.35,0.35,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
7:124,7,الأعراف,124,165,905.0,551.25,165,905.0,551.0,CORRECT,مطابق,7:124,0.25,0.25,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
7:125,7,الأعراف,125,165,299.5,551.5,165,299.5,551.0,CORRECT,مطابق,7:125,0.5,0.5,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
7:126,7,الأعراف,126,165,743.5,786.0,165,743.5,785.5,CORRECT,مطابق,7:126,0.5,0.5,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
7:127,7,الأعراف,127,165,43.75,1021.75,165,44.0,1021.5,CORRECT,مطابق,7:127,0.35,0.35,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
7:128,7,الأعراف,128,165,45.75,1255.75,165,45.5,1255.5,CORRECT,مطابق,7:128,0.35,0.35,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
7:129,7,الأعراف,129,165,562.5,1612.5,165,562.0,1612.0,CORRECT,مطابق,7:129,0.71,0.71,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
7:130,7,الأعراف,130,165,45.5,1728.25,165,45.5,1728.0,CORRECT,مطابق,7:130,0.25,0.25,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
7:131,7,الأعراف,131,166,419.0,308.5,166,418.5,308.0,CORRECT,مطابق,7:131,0.71,0.71,PAGE_START_OK_APPROX_TOP_LINE,بداية صفحة سليمة مع إحداثي علوي تقريبي,False,False,
7:132,7,الأعراف,132,166,202.5,426.75,166,202.5,426.0,CORRECT,مطابق,7:132,0.75,0.75,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
7:133,7,الأعراف,133,166,49.5,662.25,166,50.0,662.0,CORRECT,مطابق,7:133,0.56,0.56,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
7:134,7,الأعراف,134,166,499.0,1014.75,166,499.0,1014.0,CORRECT,مطابق,7:134,0.75,0.75,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
7:135,7,الأعراف,135,166,250.5,1132.5,166,250.5,1132.0,CORRECT,مطابق,7:135,0.5,0.5,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
7:136,7,الأعراف,136,166,905.5,1367.5,166,906.0,1367.0,CORRECT,مطابق,7:136,0.71,0.71,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
7:137,7,الأعراف,137,166,49.5,1723.25,166,49.5,1723.0,CORRECT,مطابق,7:137,0.25,0.25,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
7:138,7,الأعراف,138,167,336.5,314.5,167,336.5,314.0,CORRECT,مطابق,7:138,0.5,0.5,PAGE_START_OK_APPROX_TOP_LINE,بداية صفحة سليمة مع إحداثي علوي تقريبي,False,False,
7:139,7,الأعراف,139,167,289.75,433.25,167,289.5,433.0,CORRECT,مطابق,7:139,0.35,0.35,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
7:140,7,الأعراف,140,167,266.5,551.5,167,266.5,551.0,CORRECT,مطابق,7:140,0.5,0.5,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
7:141,7,الأعراف,141,167,677.5,904.5,167,678.0,904.0,CORRECT,مطابق,7:141,0.71,0.71,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
7:142,7,الأعراف,142,167,682.0,1257.5,167,682.0,1257.0,CORRECT,مطابق,7:142,0.5,0.5,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
7:143,7,الأعراف,143,167,41.75,1728.5,167,42.0,1728.0,CORRECT,مطابق,7:143,0.56,0.56,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
7:144,7,الأعراف,144,168,275.75,196.25,168,275.5,196.0,CORRECT,مطابق,7:144,0.35,0.35,PAGE_START_OK_APPROX_TOP_LINE,بداية صفحة سليمة مع إحداثي علوي تقريبي,False,False,
7:145,7,الأعراف,145,168,773.5,549.75,168,773.5,549.5,CORRECT,مطابق,7:145,0.25,0.25,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
7:146,7,الأعراف,146,168,525.5,1020.25,168,525.5,1020.0,CORRECT,مطابق,7:146,0.25,0.25,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
7:147,7,الأعراف,147,168,810.0,1255.5,168,810.0,1255.0,CORRECT,مطابق,7:147,0.5,0.5,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
7:148,7,الأعراف,148,168,49.0,1490.75,168,48.5,1490.5,CORRECT,مطابق,7:148,0.56,0.56,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
7:149,7,الأعراف,149,168,49.25,1725.25,168,49.0,1725.0,CORRECT,مطابق,7:149,0.35,0.35,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
7:150,7,الأعراف,150,169,875.5,551.5,169,875.0,551.0,CORRECT,مطابق,7:150,0.71,0.71,PAGE_START_OK_APPROX_TOP_LINE,بداية صفحة سليمة مع إحداثي علوي تقريبي,False,False,
7:151,7,الأعراف,151,169,669.5,668.75,169,670.0,668.0,CORRECT,مطابق,7:151,0.9,0.9,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
7:152,7,الأعراف,152,169,843.0,905.5,169,843.0,905.0,CORRECT,مطابق,7:152,0.5,0.5,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
7:153,7,الأعراف,153,169,44.5,1022.25,169,44.5,1022.0,CORRECT,مطابق,7:153,0.25,0.25,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
7:154,7,الأعراف,154,169,331.5,1259.0,169,331.5,1258.5,CORRECT,مطابق,7:154,0.5,0.5,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
7:155,7,الأعراف,155,169,46.25,1729.0,169,46.0,1728.5,CORRECT,مطابق,7:155,0.56,0.56,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
7:156,7,الأعراف,156,170,340.0,430.25,170,340.0,430.0,CORRECT,مطابق,7:156,0.25,0.25,PAGE_START_OK_APPROX_TOP_LINE,بداية صفحة سليمة مع إحداثي علوي تقريبي,False,False,
7:157,7,الأعراف,157,170,48.5,1132.5,170,49.0,1132.0,CORRECT,مطابق,7:157,0.71,0.71,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
7:158,7,الأعراف,158,170,146.0,1603.25,170,145.5,1603.0,CORRECT,مطابق,7:158,0.56,0.56,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
7:159,7,الأعراف,159,170,50.5,1721.25,170,50.0,1721.0,CORRECT,مطابق,7:159,0.56,0.56,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
7:160,7,الأعراف,160,171,48.5,669.25,171,48.5,669.0,CORRECT,مطابق,7:160,0.25,0.25,PAGE_START_OK_APPROX_TOP_LINE,بداية صفحة سليمة مع إحداثي علوي تقريبي,False,False,
7:161,7,الأعراف,161,171,48.0,1019.75,171,48.0,1019.0,CORRECT,مطابق,7:161,0.75,0.75,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
7:162,7,الأعراف,162,171,819.5,1374.5,171,819.5,1374.0,CORRECT,مطابق,7:162,0.5,0.5,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
7:163,7,الأعراف,163,171,46.5,1726.0,171,46.5,1725.5,CORRECT,مطابق,7:163,0.5,0.5,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
7:164,7,الأعراف,164,172,47.0,196.0,172,46.5,195.5,CORRECT,مطابق,7:164,0.71,0.71,PAGE_START_OK_APPROX_TOP_LINE,بداية صفحة سليمة مع إحداثي علوي تقريبي,False,False,
7:165,7,الأعراف,165,172,46.5,432.0,172,46.5,431.5,CORRECT,مطابق,7:165,0.5,0.5,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
7:166,7,الأعراف,166,172,46.5,548.5,172,46.5,548.0,CORRECT,مطابق,7:166,0.5,0.5,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
7:167,7,الأعراف,167,172,45.5,784.75,172,45.0,784.5,CORRECT,مطابق,7:167,0.56,0.56,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
7:168,7,الأعراف,168,172,865.25,1139.5,172,865.0,1139.0,CORRECT,مطابق,7:168,0.56,0.56,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
7:169,7,الأعراف,169,172,408.5,1608.5,172,408.5,1608.0,CORRECT,مطابق,7:169,0.5,0.5,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
7:170,7,الأعراف,170,172,46.5,1725.0,172,46.5,1725.0,CORRECT,مطابق,7:170,0.0,0.0,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
7:171,7,الأعراف,171,173,44.0,198.5,173,43.5,198.0,CORRECT,مطابق,7:171,0.71,0.71,PAGE_START_OK_APPROX_TOP_LINE,بداية صفحة سليمة مع إحداثي علوي تقريبي,False,False,
7:172,7,الأعراف,172,173,404.5,552.5,173,404.5,552.0,CORRECT,مطابق,7:172,0.5,0.5,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
7:173,7,الأعراف,173,173,699.5,785.25,173,699.5,785.0,CORRECT,مطابق,7:173,0.25,0.25,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
7:174,7,الأعراف,174,173,894.5,903.25,173,894.5,903.0,CORRECT,مطابق,7:174,0.25,0.25,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
7:175,7,الأعراف,175,173,250.0,1021.5,173,250.0,1021.0,CORRECT,مطابق,7:175,0.5,0.5,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
7:176,7,الأعراف,176,173,480.5,1490.0,173,480.5,1489.5,CORRECT,مطابق,7:176,0.5,0.5,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
7:177,7,الأعراف,177,173,291.5,1609.25,173,291.5,1609.0,CORRECT,مطابق,7:177,0.25,0.25,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
7:178,7,الأعراف,178,173,44.0,1724.75,173,44.0,1724.5,CORRECT,مطابق,7:178,0.25,0.25,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
7:179,7,الأعراف,179,174,133.5,315.75,174,133.5,315.0,CORRECT,مطابق,7:179,0.75,0.75,PAGE_START_OK_APPROX_TOP_LINE,بداية صفحة سليمة مع إحداثي علوي تقريبي,False,False,
7:180,7,الأعراف,180,174,601.5,552.0,174,601.5,552.0,CORRECT,مطابق,7:180,0.0,0.0,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
7:181,7,الأعراف,181,174,808.5,670.5,174,808.5,670.0,CORRECT,مطابق,7:181,0.5,0.5,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
7:182,7,الأعراف,182,174,684.5,786.5,174,684.5,786.0,CORRECT,مطابق,7:182,0.5,0.5,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
7:183,7,الأعراف,183,174,126.5,787.25,174,127.0,787.0,CORRECT,مطابق,7:183,0.56,0.56,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
7:184,7,الأعراف,184,174,46.5,902.5,174,46.5,902.0,CORRECT,مطابق,7:184,0.5,0.5,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
7:185,7,الأعراف,185,174,774.25,1258.5,174,774.0,1258.0,CORRECT,مطابق,7:185,0.56,0.56,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
